Script started on Tue 10 Aug 2021 11:49:40 PM EDT
[?1034hbash-4.2$ ./sort
Sorted Array5[11653] 481006
Sorted Array5[11654] 481044
Sorted Array5[11655] 481096
Sorted Array5[11656] 481132
Sorted Array5[11657] 481150
Sorted Array5[11658] 481219
Sorted Array5[11659] 481235
Sorted Array5[11660] 481277
Sorted Array5[11661] 481331
Sorted Array5[11662] 481394
Sorted Array5[11663] 481562
Sorted Array5[11664] 481730
Sorted Array5[11665] 481762
Sorted Array5[11666] 481767
Sorted Array5[11667] 481789
Sorted Array5[11668] 481790
Sorted Array5[11669] 481854
Sorted Array5[11670] 481858
Sorted Array5[11671] 481926
Sorted Array5[11672] 481939
Sorted Array5[11673] 481946
Sorted Array5[11674] 482029
Sorted Array5[11675] 482097
Sorted Array5[11676] 482116
Sorted Array5[11677] 482146
Sorted Array5[11678] 482167
Sorted Array5[11679] 482170
Sorted Array5[11680] 482212
Sorted Array5[11681] 482213
Sorted Array5[11682] 482244
Sorted Array5[11683] 482280
Sorted Array5[11684] 482283
Sorted Array5[11685] 482290
Sorted Array5[11686] 482427
Sorted Array5[11687] 482455
Sorted Array5[11688] 482509
Sorted Array5[11689] 482523
Sorted Array5[11690] 482548
Sorted Array5[11691] 482587
Sorted Array5[11692] 482608
Sorted Array5[11693] 482622
Sorted Array5[11694] 482632
Sorted Array5[11695] 482660
Sorted Array5[11696] 482687
Sorted Array5[11697] 482699
Sorted Array5[11698] 482704
Sorted Array5[11699] 482724
Sorted Array5[11700] 482744
Sorted Array5[11701] 482751
Sorted Array5[11702] 482792
Sorted Array5[11703] 482929
Sorted Array5[11704] 482947
Sorted Array5[11705] 482999
Sorted Array5[11706] 483038
Sorted Array5[11707] 483043
Sorted Array5[11708] 483057
Sorted Array5[11709] 483109
Sorted Array5[11710] 483133
Sorted Array5[11711] 483135
Sorted Array5[11712] 483140
Sorted Array5[11713] 483149
Sorted Array5[11714] 483185
Sorted Array5[11715] 483374
Sorted Array5[11716] 483510
Sorted Array5[11717] 483569
Sorted Array5[11718] 483597
Sorted Array5[11719] 483637
Sorted Array5[11720] 483662
Sorted Array5[11721] 483749
Sorted Array5[11722] 483758
Sorted Array5[11723] 483777
Sorted Array5[11724] 483796
Sorted Array5[11725] 483862
Sorted Array5[11726] 483946
Sorted Array5[11727] 483988
Sorted Array5[11728] 484085
Sorted Array5[11729] 484153
Sorted Array5[11730] 484170
Sorted Array5[11731] 484187
Sorted Array5[11732] 484211
Sorted Array5[11733] 484219
Sorted Array5[11734] 484276
Sorted Array5[11735] 484293
Sorted Array5[11736] 484351
Sorted Array5[11737] 484392
Sorted Array5[11738] 484440
Sorted Array5[11739] 484457
Sorted Array5[11740] 484482
Sorted Array5[11741] 484484
Sorted Array5[11742] 484583
Sorted Array5[11743] 484644
Sorted Array5[11744] 484680
Sorted Array5[11745] 484787
Sorted Array5[11746] 484805
Sorted Array5[11747] 484814
Sorted Array5[11748] 484906
Sorted Array5[11749] 484931
Sorted Array5[11750] 484978
Sorted Array5[11751] 484990
Sorted Array5[11752] 485026
Sorted Array5[11753] 485030
Sorted Array5[11754] 485061
Sorted Array5[11755] 485111
Sorted Array5[11756] 485284
Sorted Array5[11757] 485326
Sorted Array5[11758] 485468
Sorted Array5[11759] 485474
Sorted Array5[11760] 485520
Sorted Array5[11761] 485531
Sorted Array5[11762] 485550
Sorted Array5[11763] 485719
Sorted Array5[11764] 485878
Sorted Array5[11765] 485879
Sorted Array5[11766] 485951
Sorted Array5[11767] 485951
Sorted Array5[11768] 486028
Sorted Array5[11769] 486180
Sorted Array5[11770] 486197
Sorted Array5[11771] 486198
Sorted Array5[11772] 486227
Sorted Array5[11773] 486234
Sorted Array5[11774] 486274
Sorted Array5[11775] 486278
Sorted Array5[11776] 486382
Sorted Array5[11777] 486387
Sorted Array5[11778] 486402
Sorted Array5[11779] 486427
Sorted Array5[11780] 486433
Sorted Array5[11781] 486454
Sorted Array5[11782] 486478
Sorted Array5[11783] 486492
Sorted Array5[11784] 486494
Sorted Array5[11785] 486656
Sorted Array5[11786] 486681
Sorted Array5[11787] 486794
Sorted Array5[11788] 486809
Sorted Array5[11789] 486887
Sorted Array5[11790] 486913
Sorted Array5[11791] 486974
Sorted Array5[11792] 486982
Sorted Array5[11793] 486990
Sorted Array5[11794] 487015
Sorted Array5[11795] 487160
Sorted Array5[11796] 487214
Sorted Array5[11797] 487236
Sorted Array5[11798] 487368
Sorted Array5[11799] 487375
Sorted Array5[11800] 487382
Sorted Array5[11801] 487389
Sorted Array5[11802] 487397
Sorted Array5[11803] 487400
Sorted Array5[11804] 487410
Sorted Array5[11805] 487467
Sorted Array5[11806] 487471
Sorted Array5[11807] 487477
Sorted Array5[11808] 487485
Sorted Array5[11809] 487489
Sorted Array5[11810] 487503
Sorted Array5[11811] 487524
Sorted Array5[11812] 487543
Sorted Array5[11813] 487690
Sorted Array5[11814] 487800
Sorted Array5[11815] 487816
Sorted Array5[11816] 487829
Sorted Array5[11817] 487874
Sorted Array5[11818] 487893
Sorted Array5[11819] 487909
Sorted Array5[11820] 488030
Sorted Array5[11821] 488043
Sorted Array5[11822] 488077
Sorted Array5[11823] 488086
Sorted Array5[11824] 488162
Sorted Array5[11825] 488228
Sorted Array5[11826] 488261
Sorted Array5[11827] 488398
Sorted Array5[11828] 488469
Sorted Array5[11829] 488533
Sorted Array5[11830] 488655
Sorted Array5[11831] 488710
Sorted Array5[11832] 488788
Sorted Array5[11833] 488802
Sorted Array5[11834] 488824
Sorted Array5[11835] 488837
Sorted Array5[11836] 488883
Sorted Array5[11837] 488887
Sorted Array5[11838] 488888
Sorted Array5[11839] 489003
Sorted Array5[11840] 489046
Sorted Array5[11841] 489063
Sorted Array5[11842] 489076
Sorted Array5[11843] 489104
Sorted Array5[11844] 489136
Sorted Array5[11845] 489178
Sorted Array5[11846] 489197
Sorted Array5[11847] 489207
Sorted Array5[11848] 489222
Sorted Array5[11849] 489241
Sorted Array5[11850] 489302
Sorted Array5[11851] 489303
Sorted Array5[11852] 489308
Sorted Array5[11853] 489331
Sorted Array5[11854] 489432
Sorted Array5[11855] 489448
Sorted Array5[11856] 489510
Sorted Array5[11857] 489519
Sorted Array5[11858] 489535
Sorted Array5[11859] 489571
Sorted Array5[11860] 489686
Sorted Array5[11861] 489732
Sorted Array5[11862] 489812
Sorted Array5[11863] 489833
Sorted Array5[11864] 489837
Sorted Array5[11865] 489874
Sorted Array5[11866] 489899
Sorted Array5[11867] 489917
Sorted Array5[11868] 489922
Sorted Array5[11869] 489923
Sorted Array5[11870] 489976
Sorted Array5[11871] 489995
Sorted Array5[11872] 490052
Sorted Array5[11873] 490090
Sorted Array5[11874] 490205
Sorted Array5[11875] 490273
Sorted Array5[11876] 490324
Sorted Array5[11877] 490388
Sorted Array5[11878] 490529
Sorted Array5[11879] 490548
Sorted Array5[11880] 490570
Sorted Array5[11881] 490604
Sorted Array5[11882] 490609
Sorted Array5[11883] 490612
Sorted Array5[11884] 490641
Sorted Array5[11885] 490666
Sorted Array5[11886] 490684
Sorted Array5[11887] 490685
Sorted Array5[11888] 490700
Sorted Array5[11889] 490749
Sorted Array5[11890] 490765
Sorted Array5[11891] 490901
Sorted Array5[11892] 490942
Sorted Array5[11893] 491043
Sorted Array5[11894] 491126
Sorted Array5[11895] 491215
Sorted Array5[11896] 491329
Sorted Array5[11897] 491341
Sorted Array5[11898] 491484
Sorted Array5[11899] 491495
Sorted Array5[11900] 491622
Sorted Array5[11901] 491856
Sorted Array5[11902] 491897
Sorted Array5[11903] 491927
Sorted Array5[11904] 491950
Sorted Array5[11905] 491953
Sorted Array5[11906] 491960
Sorted Array5[11907] 491971
Sorted Array5[11908] 491999
Sorted Array5[11909] 492206
Sorted Array5[11910] 492317
Sorted Array5[11911] 492327
Sorted Array5[11912] 492355
Sorted Array5[11913] 492368
Sorted Array5[11914] 492440
Sorted Array5[11915] 492461
Sorted Array5[11916] 492504
Sorted Array5[11917] 492504
Sorted Array5[11918] 492527
Sorted Array5[11919] 492558
Sorted Array5[11920] 492566
Sorted Array5[11921] 492607
Sorted Array5[11922] 492639
Sorted Array5[11923] 492682
Sorted Array5[11924] 492693
Sorted Array5[11925] 492759
Sorted Array5[11926] 492772
Sorted Array5[11927] 492794
Sorted Array5[11928] 492869
Sorted Array5[11929] 492899
Sorted Array5[11930] 492918
Sorted Array5[11931] 492959
Sorted Array5[11932] 493075
Sorted Array5[11933] 493111
Sorted Array5[11934] 493138
Sorted Array5[11935] 493141
Sorted Array5[11936] 493146
Sorted Array5[11937] 493227
Sorted Array5[11938] 493322
Sorted Array5[11939] 493407
Sorted Array5[11940] 493412
Sorted Array5[11941] 493419
Sorted Array5[11942] 493475
Sorted Array5[11943] 493493
Sorted Array5[11944] 493557
Sorted Array5[11945] 493610
Sorted Array5[11946] 493616
Sorted Array5[11947] 493627
Sorted Array5[11948] 493744
Sorted Array5[11949] 493744
Sorted Array5[11950] 493792
Sorted Array5[11951] 493801
Sorted Array5[11952] 493827
Sorted Array5[11953] 493872
Sorted Array5[11954] 493894
Sorted Array5[11955] 493905
Sorted Array5[11956] 493986
Sorted Array5[11957] 494005
Sorted Array5[11958] 494011
Sorted Array5[11959] 494019
Sorted Array5[11960] 494063
Sorted Array5[11961] 494104
Sorted Array5[11962] 494133
Sorted Array5[11963] 494134
Sorted Array5[11964] 494224
Sorted Array5[11965] 494265
Sorted Array5[11966] 494280
Sorted Array5[11967] 494396
Sorted Array5[11968] 494490
Sorted Array5[11969] 494509
Sorted Array5[11970] 494512
Sorted Array5[11971] 494523
Sorted Array5[11972] 494538
Sorted Array5[11973] 494549
Sorted Array5[11974] 494560
Sorted Array5[11975] 494701
Sorted Array5[11976] 494751
Sorted Array5[11977] 494850
Sorted Array5[11978] 494880
Sorted Array5[11979] 494997
Sorted Array5[11980] 495000
Sorted Array5[11981] 495060
Sorted Array5[11982] 495210
Sorted Array5[11983] 495216
Sorted Array5[11984] 495221
Sorted Array5[11985] 495263
Sorted Array5[11986] 495266
Sorted Array5[11987] 495285
Sorted Array5[11988] 495311
Sorted Array5[11989] 495322
Sorted Array5[11990] 495353
Sorted Array5[11991] 495457
Sorted Array5[11992] 495461
Sorted Array5[11993] 495477
Sorted Array5[11994] 495493
Sorted Array5[11995] 495510
Sorted Array5[11996] 495612
Sorted Array5[11997] 495685
Sorted Array5[11998] 495740
Sorted Array5[11999] 495814
Sorted Array5[12000] 495897
Sorted Array5[12001] 495901
Sorted Array5[12002] 495917
Sorted Array5[12003] 495927
Sorted Array5[12004] 495960
Sorted Array5[12005] 495997
Sorted Array5[12006] 496114
Sorted Array5[12007] 496153
Sorted Array5[12008] 496178
Sorted Array5[12009] 496261
Sorted Array5[12010] 496295
Sorted Array5[12011] 496349
Sorted Array5[12012] 496430
Sorted Array5[12013] 496442
Sorted Array5[12014] 496446
Sorted Array5[12015] 496451
Sorted Array5[12016] 496451
Sorted Array5[12017] 496454
Sorted Array5[12018] 496457
Sorted Array5[12019] 496547
Sorted Array5[12020] 496569
Sorted Array5[12021] 496630
Sorted Array5[12022] 496645
Sorted Array5[12023] 496741
Sorted Array5[12024] 496761
Sorted Array5[12025] 496778
Sorted Array5[12026] 496822
Sorted Array5[12027] 496937
Sorted Array5[12028] 496945
Sorted Array5[12029] 496960
Sorted Array5[12030] 496967
Sorted Array5[12031] 497043
Sorted Array5[12032] 497052
Sorted Array5[12033] 497070
Sorted Array5[12034] 497083
Sorted Array5[12035] 497145
Sorted Array5[12036] 497174
Sorted Array5[12037] 497221
Sorted Array5[12038] 497245
Sorted Array5[12039] 497251
Sorted Array5[12040] 497334
Sorted Array5[12041] 497364
Sorted Array5[12042] 497412
Sorted Array5[12043] 497418
Sorted Array5[12044] 497438
Sorted Array5[12045] 497759
Sorted Array5[12046] 497765
Sorted Array5[12047] 497773
Sorted Array5[12048] 497793
Sorted Array5[12049] 497874
Sorted Array5[12050] 497933
Sorted Array5[12051] 497955
Sorted Array5[12052] 497977
Sorted Array5[12053] 497979
Sorted Array5[12054] 498016
Sorted Array5[12055] 498039
Sorted Array5[12056] 498162
Sorted Array5[12057] 498162
Sorted Array5[12058] 498178
Sorted Array5[12059] 498185
Sorted Array5[12060] 498229
Sorted Array5[12061] 498291
Sorted Array5[12062] 498322
Sorted Array5[12063] 498369
Sorted Array5[12064] 498374
Sorted Array5[12065] 498471
Sorted Array5[12066] 498478
Sorted Array5[12067] 498573
Sorted Array5[12068] 498582
Sorted Array5[12069] 498587
Sorted Array5[12070] 498635
Sorted Array5[12071] 498659
Sorted Array5[12072] 498700
Sorted Array5[12073] 498731
Sorted Array5[12074] 498779
Sorted Array5[12075] 498823
Sorted Array5[12076] 498846
Sorted Array5[12077] 498866
Sorted Array5[12078] 498881
Sorted Array5[12079] 498910
Sorted Array5[12080] 498943
Sorted Array5[12081] 498969
Sorted Array5[12082] 499035
Sorted Array5[12083] 499086
Sorted Array5[12084] 499102
Sorted Array5[12085] 499173
Sorted Array5[12086] 499219
Sorted Array5[12087] 499228
Sorted Array5[12088] 499299
Sorted Array5[12089] 499518
Sorted Array5[12090] 499520
Sorted Array5[12091] 499563
Sorted Array5[12092] 499574
Sorted Array5[12093] 499591
Sorted Array5[12094] 499648
Sorted Array5[12095] 499660
Sorted Array5[12096] 499710
Sorted Array5[12097] 499800
Sorted Array5[12098] 499816
Sorted Array5[12099] 499858
Sorted Array5[12100] 499876
Sorted Array5[12101] 499886
Sorted Array5[12102] 499909
Sorted Array5[12103] 499951
Sorted Array5[12104] 500035
Sorted Array5[12105] 500089
Sorted Array5[12106] 500147
Sorted Array5[12107] 500211
Sorted Array5[12108] 500324
Sorted Array5[12109] 500420
Sorted Array5[12110] 500423
Sorted Array5[12111] 500435
Sorted Array5[12112] 500446
Sorted Array5[12113] 500461
Sorted Array5[12114] 500572
Sorted Array5[12115] 500596
Sorted Array5[12116] 500613
Sorted Array5[12117] 500618
Sorted Array5[12118] 500635
Sorted Array5[12119] 500665
Sorted Array5[12120] 500670
Sorted Array5[12121] 500680
Sorted Array5[12122] 500745
Sorted Array5[12123] 500800
Sorted Array5[12124] 500801
Sorted Array5[12125] 500863
Sorted Array5[12126] 500988
Sorted Array5[12127] 501013
Sorted Array5[12128] 501119
Sorted Array5[12129] 501148
Sorted Array5[12130] 501187
Sorted Array5[12131] 501366
Sorted Array5[12132] 501390
Sorted Array5[12133] 501414
Sorted Array5[12134] 501498
Sorted Array5[12135] 501514
Sorted Array5[12136] 501536
Sorted Array5[12137] 501634
Sorted Array5[12138] 501692
Sorted Array5[12139] 501714
Sorted Array5[12140] 501764
Sorted Array5[12141] 501776
Sorted Array5[12142] 501821
Sorted Array5[12143] 501844
Sorted Array5[12144] 501855
Sorted Array5[12145] 501877
Sorted Array5[12146] 501922
Sorted Array5[12147] 501970
Sorted Array5[12148] 502056
Sorted Array5[12149] 502081
Sorted Array5[12150] 502164
Sorted Array5[12151] 502206
Sorted Array5[12152] 502217
Sorted Array5[12153] 502261
Sorted Array5[12154] 502281
Sorted Array5[12155] 502293
Sorted Array5[12156] 502325
Sorted Array5[12157] 502377
Sorted Array5[12158] 502410
Sorted Array5[12159] 502414
Sorted Array5[12160] 502461
Sorted Array5[12161] 502538
Sorted Array5[12162] 502554
Sorted Array5[12163] 502637
Sorted Array5[12164] 502735
Sorted Array5[12165] 502746
Sorted Array5[12166] 502766
Sorted Array5[12167] 502892
Sorted Array5[12168] 502918
Sorted Array5[12169] 502924
Sorted Array5[12170] 502958
Sorted Array5[12171] 502996
Sorted Array5[12172] 503019
Sorted Array5[12173] 503021
Sorted Array5[12174] 503133
Sorted Array5[12175] 503193
Sorted Array5[12176] 503244
Sorted Array5[12177] 503263
Sorted Array5[12178] 503350
Sorted Array5[12179] 503496
Sorted Array5[12180] 503531
Sorted Array5[12181] 503543
Sorted Array5[12182] 503611
Sorted Array5[12183] 503624
Sorted Array5[12184] 503684
Sorted Array5[12185] 503701
Sorted Array5[12186] 503786
Sorted Array5[12187] 503864
Sorted Array5[12188] 503872
Sorted Array5[12189] 503907
Sorted Array5[12190] 503923
Sorted Array5[12191] 503974
Sorted Array5[12192] 503997
Sorted Array5[12193] 504006
Sorted Array5[12194] 504017
Sorted Array5[12195] 504077
Sorted Array5[12196] 504129
Sorted Array5[12197] 504235
Sorted Array5[12198] 504323
Sorted Array5[12199] 504387
Sorted Array5[12200] 504405
Sorted Array5[12201] 504414
Sorted Array5[12202] 504488
Sorted Array5[12203] 504523
Sorted Array5[12204] 504526
Sorted Array5[12205] 504529
Sorted Array5[12206] 504532
Sorted Array5[12207] 504551
Sorted Array5[12208] 504574
Sorted Array5[12209] 504631
Sorted Array5[12210] 504735
Sorted Array5[12211] 504788
Sorted Array5[12212] 504816
Sorted Array5[12213] 504854
Sorted Array5[12214] 504858
Sorted Array5[12215] 504909
Sorted Array5[12216] 504939
Sorted Array5[12217] 504944
Sorted Array5[12218] 504955
Sorted Array5[12219] 504975
Sorted Array5[12220] 504988
Sorted Array5[12221] 505002
Sorted Array5[12222] 505078
Sorted Array5[12223] 505130
Sorted Array5[12224] 505139
Sorted Array5[12225] 505161
Sorted Array5[12226] 505176
Sorted Array5[12227] 505283
Sorted Array5[12228] 505306
Sorted Array5[12229] 505328
Sorted Array5[12230] 505482
Sorted Array5[12231] 505659
Sorted Array5[12232] 505695
Sorted Array5[12233] 505745
Sorted Array5[12234] 505751
Sorted Array5[12235] 505752
Sorted Array5[12236] 505754
Sorted Array5[12237] 505836
Sorted Array5[12238] 505847
Sorted Array5[12239] 505907
Sorted Array5[12240] 505923
Sorted Array5[12241] 505977
Sorted Array5[12242] 506020
Sorted Array5[12243] 506030
Sorted Array5[12244] 506055
Sorted Array5[12245] 506071
Sorted Array5[12246] 506147
Sorted Array5[12247] 506239
Sorted Array5[12248] 506241
Sorted Array5[12249] 506341
Sorted Array5[12250] 506358
Sorted Array5[12251] 506379
Sorted Array5[12252] 506380
Sorted Array5[12253] 506385
Sorted Array5[12254] 506447
Sorted Array5[12255] 506448
Sorted Array5[12256] 506508
Sorted Array5[12257] 506510
Sorted Array5[12258] 506531
Sorted Array5[12259] 506559
Sorted Array5[12260] 506613
Sorted Array5[12261] 506639
Sorted Array5[12262] 506672
Sorted Array5[12263] 506721
Sorted Array5[12264] 506733
Sorted Array5[12265] 506779
Sorted Array5[12266] 506857
Sorted Array5[12267] 506873
Sorted Array5[12268] 506875
Sorted Array5[12269] 506907
Sorted Array5[12270] 506952
Sorted Array5[12271] 506990
Sorted Array5[12272] 507014
Sorted Array5[12273] 507035
Sorted Array5[12274] 507041
Sorted Array5[12275] 507060
Sorted Array5[12276] 507104
Sorted Array5[12277] 507162
Sorted Array5[12278] 507194
Sorted Array5[12279] 507227
Sorted Array5[12280] 507248
Sorted Array5[12281] 507254
Sorted Array5[12282] 507303
Sorted Array5[12283] 507344
Sorted Array5[12284] 507353
Sorted Array5[12285] 507397
Sorted Array5[12286] 507427
Sorted Array5[12287] 507513
Sorted Array5[12288] 507516
Sorted Array5[12289] 507551
Sorted Array5[12290] 507553
Sorted Array5[12291] 507630
Sorted Array5[12292] 507750
Sorted Array5[12293] 507762
Sorted Array5[12294] 507766
Sorted Array5[12295] 507871
Sorted Array5[12296] 507881
Sorted Array5[12297] 507983
Sorted Array5[12298] 507996
Sorted Array5[12299] 508008
Sorted Array5[12300] 508009
Sorted Array5[12301] 508056
Sorted Array5[12302] 508169
Sorted Array5[12303] 508170
Sorted Array5[12304] 508285
Sorted Array5[12305] 508327
Sorted Array5[12306] 508340
Sorted Array5[12307] 508365
Sorted Array5[12308] 508434
Sorted Array5[12309] 508459
Sorted Array5[12310] 508493
Sorted Array5[12311] 508502
Sorted Array5[12312] 508503
Sorted Array5[12313] 508529
Sorted Array5[12314] 508580
Sorted Array5[12315] 508629
Sorted Array5[12316] 508642
Sorted Array5[12317] 508673
Sorted Array5[12318] 508743
Sorted Array5[12319] 508843
Sorted Array5[12320] 508863
Sorted Array5[12321] 508880
Sorted Array5[12322] 508893
Sorted Array5[12323] 508932
Sorted Array5[12324] 508933
Sorted Array5[12325] 508942
Sorted Array5[12326] 508952
Sorted Array5[12327] 508961
Sorted Array5[12328] 509022
Sorted Array5[12329] 509052
Sorted Array5[12330] 509061
Sorted Array5[12331] 509073
Sorted Array5[12332] 509120
Sorted Array5[12333] 509125
Sorted Array5[12334] 509139
Sorted Array5[12335] 509275
Sorted Array5[12336] 509290
Sorted Array5[12337] 509297
Sorted Array5[12338] 509360
Sorted Array5[12339] 509390
Sorted Array5[12340] 509429
Sorted Array5[12341] 509460
Sorted Array5[12342] 509498
Sorted Array5[12343] 509538
Sorted Array5[12344] 509614
Sorted Array5[12345] 509644
Sorted Array5[12346] 509682
Sorted Array5[12347] 509707
Sorted Array5[12348] 509726
Sorted Array5[12349] 509747
Sorted Array5[12350] 509795
Sorted Array5[12351] 509832
Sorted Array5[12352] 509847
Sorted Array5[12353] 509976
Sorted Array5[12354] 509982
Sorted Array5[12355] 510002
Sorted Array5[12356] 510018
Sorted Array5[12357] 510047
Sorted Array5[12358] 510118
Sorted Array5[12359] 510135
Sorted Array5[12360] 510219
Sorted Array5[12361] 510225
Sorted Array5[12362] 510342
Sorted Array5[12363] 510588
Sorted Array5[12364] 510662
Sorted Array5[12365] 510667
Sorted Array5[12366] 510730
Sorted Array5[12367] 510758
Sorted Array5[12368] 510770
Sorted Array5[12369] 510781
Sorted Array5[12370] 510788
Sorted Array5[12371] 510862
Sorted Array5[12372] 510980
Sorted Array5[12373] 510999
Sorted Array5[12374] 511010
Sorted Array5[12375] 511049
Sorted Array5[12376] 511055
Sorted Array5[12377] 511060
Sorted Array5[12378] 511062
Sorted Array5[12379] 511141
Sorted Array5[12380] 511281
Sorted Array5[12381] 511325
Sorted Array5[12382] 511479
Sorted Array5[12383] 511488
Sorted Array5[12384] 511494
Sorted Array5[12385] 511513
Sorted Array5[12386] 511536
Sorted Array5[12387] 511558
Sorted Array5[12388] 511570
Sorted Array5[12389] 511589
Sorted Array5[12390] 511592
Sorted Array5[12391] 511822
Sorted Array5[12392] 511828
Sorted Array5[12393] 511876
Sorted Array5[12394] 511904
Sorted Array5[12395] 511913
Sorted Array5[12396] 511943
Sorted Array5[12397] 511984
Sorted Array5[12398] 512004
Sorted Array5[12399] 512049
Sorted Array5[12400] 512070
Sorted Array5[12401] 512078
Sorted Array5[12402] 512102
Sorted Array5[12403] 512143
Sorted Array5[12404] 512148
Sorted Array5[12405] 512229
Sorted Array5[12406] 512304
Sorted Array5[12407] 512343
Sorted Array5[12408] 512344
Sorted Array5[12409] 512349
Sorted Array5[12410] 512363
Sorted Array5[12411] 512422
Sorted Array5[12412] 512489
Sorted Array5[12413] 512490
Sorted Array5[12414] 512499
Sorted Array5[12415] 512523
Sorted Array5[12416] 512599
Sorted Array5[12417] 512632
Sorted Array5[12418] 512643
Sorted Array5[12419] 512672
Sorted Array5[12420] 512684
Sorted Array5[12421] 512762
Sorted Array5[12422] 512798
Sorted Array5[12423] 512835
Sorted Array5[12424] 512919
Sorted Array5[12425] 512976
Sorted Array5[12426] 513013
Sorted Array5[12427] 513037
Sorted Array5[12428] 513118
Sorted Array5[12429] 513180
Sorted Array5[12430] 513187
Sorted Array5[12431] 513254
Sorted Array5[12432] 513301
Sorted Array5[12433] 513316
Sorted Array5[12434] 513345
Sorted Array5[12435] 513354
Sorted Array5[12436] 513383
Sorted Array5[12437] 513444
Sorted Array5[12438] 513612
Sorted Array5[12439] 513730
Sorted Array5[12440] 513814
Sorted Array5[12441] 513822
Sorted Array5[12442] 513832
Sorted Array5[12443] 513852
Sorted Array5[12444] 513889
Sorted Array5[12445] 513911
Sorted Array5[12446] 514030
Sorted Array5[12447] 514085
Sorted Array5[12448] 514095
Sorted Array5[12449] 514097
Sorted Array5[12450] 514157
Sorted Array5[12451] 514163
Sorted Array5[12452] 514169
Sorted Array5[12453] 514193
Sorted Array5[12454] 514230
Sorted Array5[12455] 514231
Sorted Array5[12456] 514235
Sorted Array5[12457] 514244
Sorted Array5[12458] 514307
Sorted Array5[12459] 514326
Sorted Array5[12460] 514346
Sorted Array5[12461] 514415
Sorted Array5[12462] 514417
Sorted Array5[12463] 514425
Sorted Array5[12464] 514510
Sorted Array5[12465] 514549
Sorted Array5[12466] 514605
Sorted Array5[12467] 514639
Sorted Array5[12468] 514640
Sorted Array5[12469] 514648
Sorted Array5[12470] 514705
Sorted Array5[12471] 514715
Sorted Array5[12472] 514721
Sorted Array5[12473] 514743
Sorted Array5[12474] 514768
Sorted Array5[12475] 514772
Sorted Array5[12476] 514780
Sorted Array5[12477] 514783
Sorted Array5[12478] 514801
Sorted Array5[12479] 514876
Sorted Array5[12480] 514940
Sorted Array5[12481] 514985
Sorted Array5[12482] 514995
Sorted Array5[12483] 514999
Sorted Array5[12484] 515002
Sorted Array5[12485] 515116
Sorted Array5[12486] 515177
Sorted Array5[12487] 515207
Sorted Array5[12488] 515211
Sorted Array5[12489] 515228
Sorted Array5[12490] 515327
Sorted Array5[12491] 515369
Sorted Array5[12492] 515376
Sorted Array5[12493] 515465
Sorted Array5[12494] 515548
Sorted Array5[12495] 515639
Sorted Array5[12496] 515755
Sorted Array5[12497] 515846
Sorted Array5[12498] 515901
Sorted Array5[12499] 515998
Sorted Array5[12500] 516020
Sorted Array5[12501] 516063
Sorted Array5[12502] 516083
Sorted Array5[12503] 516167
Sorted Array5[12504] 516204
Sorted Array5[12505] 516226
Sorted Array5[12506] 516226
Sorted Array5[12507] 516264
Sorted Array5[12508] 516328
Sorted Array5[12509] 516366
Sorted Array5[12510] 516404
Sorted Array5[12511] 516460
Sorted Array5[12512] 516477
Sorted Array5[12513] 516493
Sorted Array5[12514] 516570
Sorted Array5[12515] 516654
Sorted Array5[12516] 516675
Sorted Array5[12517] 516682
Sorted Array5[12518] 516712
Sorted Array5[12519] 516810
Sorted Array5[12520] 516813
Sorted Array5[12521] 516825
Sorted Array5[12522] 516863
Sorted Array5[12523] 516924
Sorted Array5[12524] 517005
Sorted Array5[12525] 517025
Sorted Array5[12526] 517051
Sorted Array5[12527] 517054
Sorted Array5[12528] 517112
Sorted Array5[12529] 517121
Sorted Array5[12530] 517187
Sorted Array5[12531] 517196
Sorted Array5[12532] 517204
Sorted Array5[12533] 517283
Sorted Array5[12534] 517339
Sorted Array5[12535] 517445
Sorted Array5[12536] 517502
Sorted Array5[12537] 517518
Sorted Array5[12538] 517607
Sorted Array5[12539] 517614
Sorted Array5[12540] 517624
Sorted Array5[12541] 517661
Sorted Array5[12542] 517712
Sorted Array5[12543] 517768
Sorted Array5[12544] 517853
Sorted Array5[12545] 517898
Sorted Array5[12546] 517902
Sorted Array5[12547] 517998
Sorted Array5[12548] 518068
Sorted Array5[12549] 518122
Sorted Array5[12550] 518145
Sorted Array5[12551] 518146
Sorted Array5[12552] 518171
Sorted Array5[12553] 518253
Sorted Array5[12554] 518303
Sorted Array5[12555] 518334
Sorted Array5[12556] 518340
Sorted Array5[12557] 518357
Sorted Array5[12558] 518405
Sorted Array5[12559] 518424
Sorted Array5[12560] 518475
Sorted Array5[12561] 518612
Sorted Array5[12562] 518628
Sorted Array5[12563] 518658
Sorted Array5[12564] 518672
Sorted Array5[12565] 518774
Sorted Array5[12566] 518843
Sorted Array5[12567] 518924
Sorted Array5[12568] 519013
Sorted Array5[12569] 519072
Sorted Array5[12570] 519140
Sorted Array5[12571] 519156
Sorted Array5[12572] 519223
Sorted Array5[12573] 519246
Sorted Array5[12574] 519292
Sorted Array5[12575] 519346
Sorted Array5[12576] 519350
Sorted Array5[12577] 519430
Sorted Array5[12578] 519435
Sorted Array5[12579] 519486
Sorted Array5[12580] 519523
Sorted Array5[12581] 519600
Sorted Array5[12582] 519657
