Script started on Tue 10 Aug 2021 09:12:14 PM EDT
[?1034hbash-4.2$ clear./trie[K[K[K[K[K[K./sort
array5[12087]: 784760
array5[12088]: 542492
array5[12089]: 75715
array5[12090]: 91850
array5[12091]: 644130
array5[12092]: 184140
array5[12093]: 59816
array5[12094]: 658889
array5[12095]: 804464
array5[12096]: 119900
array5[12097]: 995257
array5[12098]: 867062
array5[12099]: 23470
array5[12100]: 847621
array5[12101]: 714407
array5[12102]: 878952
array5[12103]: 556919
array5[12104]: 541950
array5[12105]: 978729
array5[12106]: 585807
array5[12107]: 37107
array5[12108]: 167673
array5[12109]: 164774
array5[12110]: 395026
array5[12111]: 699097
array5[12112]: 664637
array5[12113]: 29282
array5[12114]: 1020233
array5[12115]: 382161
array5[12116]: 626656
array5[12117]: 686565
array5[12118]: 957802
array5[12119]: 827065
array5[12120]: 822160
array5[12121]: 387824
array5[12122]: 629632
array5[12123]: 484931
array5[12124]: 1022506
array5[12125]: 655339
array5[12126]: 482212
array5[12127]: 73352
array5[12128]: 37246
array5[12129]: 367775
array5[12130]: 623913
array5[12131]: 1020634
array5[12132]: 24493
array5[12133]: 75758
array5[12134]: 897836
array5[12135]: 75467
array5[12136]: 527828
array5[12137]: 488802
array5[12138]: 610586
array5[12139]: 107834
array5[12140]: 364553
array5[12141]: 948032
array5[12142]: 769796
array5[12143]: 675844
array5[12144]: 773373
array5[12145]: 973203
array5[12146]: 639477
array5[12147]: 775893
array5[12148]: 165270
array5[12149]: 317626
array5[12150]: 105350
array5[12151]: 497334
array5[12152]: 482999
array5[12153]: 501514
array5[12154]: 817914
array5[12155]: 263705
array5[12156]: 332529
array5[12157]: 234283
array5[12158]: 388629
array5[12159]: 1023934
array5[12160]: 998273
array5[12161]: 29273
array5[12162]: 333076
array5[12163]: 910145
array5[12164]: 961156
array5[12165]: 811428
array5[12166]: 95137
array5[12167]: 548327
array5[12168]: 687870
array5[12169]: 401189
array5[12170]: 511060
array5[12171]: 624045
array5[12172]: 657831
array5[12173]: 892169
array5[12174]: 521099
array5[12175]: 808323
array5[12176]: 172492
array5[12177]: 583108
array5[12178]: 250411
array5[12179]: 640480
array5[12180]: 9279
array5[12181]: 621004
array5[12182]: 563710
array5[12183]: 322595
array5[12184]: 943659
array5[12185]: 107017
array5[12186]: 400952
array5[12187]: 473131
array5[12188]: 267766
array5[12189]: 284221
array5[12190]: 153261
array5[12191]: 682229
array5[12192]: 287940
array5[12193]: 289569
array5[12194]: 492607
array5[12195]: 379405
array5[12196]: 46908
array5[12197]: 361949
array5[12198]: 582524
array5[12199]: 563728
array5[12200]: 562597
array5[12201]: 898363
array5[12202]: 353310
array5[12203]: 901862
array5[12204]: 4913
array5[12205]: 117960
array5[12206]: 729458
array5[12207]: 896128
array5[12208]: 381182
array5[12209]: 987626
array5[12210]: 795714
array5[12211]: 734497
array5[12212]: 445941
array5[12213]: 43611
array5[12214]: 70304
array5[12215]: 91952
array5[12216]: 823251
array5[12217]: 961113
array5[12218]: 103557
array5[12219]: 865954
array5[12220]: 566489
array5[12221]: 578537
array5[12222]: 472641
array5[12223]: 107215
array5[12224]: 399302
array5[12225]: 209917
array5[12226]: 1001267
array5[12227]: 253252
array5[12228]: 882175
array5[12229]: 957779
array5[12230]: 195147
array5[12231]: 229438
array5[12232]: 547470
array5[12233]: 580239
array5[12234]: 60074
array5[12235]: 20302
array5[12236]: 459605
array5[12237]: 963985
array5[12238]: 115504
array5[12239]: 629120
array5[12240]: 925325
array5[12241]: 989746
array5[12242]: 865933
array5[12243]: 89207
array5[12244]: 161380
array5[12245]: 702914
array5[12246]: 677981
array5[12247]: 23299
array5[12248]: 960857
array5[12249]: 327807
array5[12250]: 355891
array5[12251]: 35951
array5[12252]: 295894
array5[12253]: 155127
array5[12254]: 224257
array5[12255]: 979812
array5[12256]: 429822
array5[12257]: 1000859
array5[12258]: 628840
array5[12259]: 318705
array5[12260]: 105765
array5[12261]: 505659
array5[12262]: 637860
array5[12263]: 409502
array5[12264]: 899814
array5[12265]: 103803
array5[12266]: 966335
array5[12267]: 936685
array5[12268]: 40369
array5[12269]: 884998
array5[12270]: 944800
array5[12271]: 259159
array5[12272]: 733795
array5[12273]: 32327
array5[12274]: 319144
array5[12275]: 977300
array5[12276]: 715406
array5[12277]: 950936
array5[12278]: 902422
array5[12279]: 725834
array5[12280]: 972191
array5[12281]: 376601
array5[12282]: 171543
array5[12283]: 884337
array5[12284]: 841598
array5[12285]: 4857
array5[12286]: 950941
array5[12287]: 196654
array5[12288]: 914571
array5[12289]: 584512
array5[12290]: 229509
array5[12291]: 582475
array5[12292]: 112734
array5[12293]: 878361
array5[12294]: 1018737
array5[12295]: 182935
array5[12296]: 293749
array5[12297]: 858080
array5[12298]: 644849
array5[12299]: 767654
array5[12300]: 308122
array5[12301]: 560058
array5[12302]: 785516
array5[12303]: 122239
array5[12304]: 500665
array5[12305]: 60482
array5[12306]: 458045
array5[12307]: 866484
array5[12308]: 640455
array5[12309]: 288312
array5[12310]: 127348
array5[12311]: 418189
array5[12312]: 952612
array5[12313]: 495311
array5[12314]: 183497
array5[12315]: 215610
array5[12316]: 307740
array5[12317]: 205075
array5[12318]: 417518
array5[12319]: 417936
array5[12320]: 357763
array5[12321]: 829017
array5[12322]: 688856
array5[12323]: 940097
array5[12324]: 1019830
array5[12325]: 172372
array5[12326]: 190339
array5[12327]: 314848
array5[12328]: 915421
array5[12329]: 309426
array5[12330]: 120851
array5[12331]: 778074
array5[12332]: 669125
array5[12333]: 730791
array5[12334]: 98842
array5[12335]: 445709
array5[12336]: 631668
array5[12337]: 993625
array5[12338]: 976057
array5[12339]: 60289
array5[12340]: 303554
array5[12341]: 208569
array5[12342]: 94978
array5[12343]: 83070
array5[12344]: 674694
array5[12345]: 334678
array5[12346]: 886674
array5[12347]: 688545
array5[12348]: 280172
array5[12349]: 475484
array5[12350]: 339952
array5[12351]: 903673
array5[12352]: 105170
array5[12353]: 214071
array5[12354]: 954795
array5[12355]: 324015
array5[12356]: 244754
array5[12357]: 129424
array5[12358]: 6117
array5[12359]: 519072
array5[12360]: 557174
array5[12361]: 640286
array5[12362]: 502293
array5[12363]: 384587
array5[12364]: 903671
array5[12365]: 528910
array5[12366]: 284636
array5[12367]: 491484
array5[12368]: 587287
array5[12369]: 189056
array5[12370]: 884108
array5[12371]: 173761
array5[12372]: 122148
array5[12373]: 757018
array5[12374]: 564251
array5[12375]: 178775
array5[12376]: 675412
array5[12377]: 549365
array5[12378]: 543215
array5[12379]: 421321
array5[12380]: 87113
array5[12381]: 682443
array5[12382]: 618686
array5[12383]: 321151
array5[12384]: 579427
array5[12385]: 458206
array5[12386]: 68432
array5[12387]: 255199
array5[12388]: 983171
array5[12389]: 809930
array5[12390]: 560632
array5[12391]: 987925
array5[12392]: 957116
array5[12393]: 250568
array5[12394]: 408287
array5[12395]: 643259
array5[12396]: 378839
array5[12397]: 963220
array5[12398]: 19392
array5[12399]: 660957
array5[12400]: 135952
array5[12401]: 461242
array5[12402]: 404960
array5[12403]: 625069
array5[12404]: 974184
array5[12405]: 420992
array5[12406]: 818337
array5[12407]: 319325
array5[12408]: 237924
array5[12409]: 532063
array5[12410]: 970591
array5[12411]: 319683
array5[12412]: 977016
array5[12413]: 925155
array5[12414]: 829184
array5[12415]: 614916
array5[12416]: 422667
array5[12417]: 638248
array5[12418]: 905782
array5[12419]: 575096
array5[12420]: 294933
array5[12421]: 826502
array5[12422]: 734303
array5[12423]: 520634
array5[12424]: 315980
array5[12425]: 248664
array5[12426]: 324328
array5[12427]: 638323
array5[12428]: 886883
array5[12429]: 380023
array5[12430]: 772845
array5[12431]: 921371
array5[12432]: 266746
array5[12433]: 913896
array5[12434]: 67045
array5[12435]: 559220
array5[12436]: 581875
array5[12437]: 359498
array5[12438]: 87842
array5[12439]: 838747
array5[12440]: 542658
array5[12441]: 379376
array5[12442]: 968929
array5[12443]: 78100
array5[12444]: 874510
array5[12445]: 522032
array5[12446]: 827456
array5[12447]: 796241
array5[12448]: 615771
array5[12449]: 174298
array5[12450]: 222874
array5[12451]: 650870
array5[12452]: 441186
array5[12453]: 538024
array5[12454]: 840470
array5[12455]: 612768
array5[12456]: 94502
array5[12457]: 354939
array5[12458]: 969722
array5[12459]: 115471
array5[12460]: 868200
array5[12461]: 433648
array5[12462]: 523727
array5[12463]: 283258
array5[12464]: 601563
array5[12465]: 721149
array5[12466]: 836367
array5[12467]: 933244
array5[12468]: 694887
array5[12469]: 271764
array5[12470]: 578366
array5[12471]: 268898
array5[12472]: 230414
array5[12473]: 679440
array5[12474]: 798825
array5[12475]: 42122
array5[12476]: 193946
array5[12477]: 561614
array5[12478]: 102394
array5[12479]: 437794
array5[12480]: 98897
array5[12481]: 987358
array5[12482]: 387713
array5[12483]: 349334
array5[12484]: 546410
array5[12485]: 314072
array5[12486]: 398431
array5[12487]: 147519
array5[12488]: 440212
array5[12489]: 753835
array5[12490]: 536784
array5[12491]: 118210
array5[12492]: 456017
array5[12493]: 610406
array5[12494]: 965223
array5[12495]: 596196
array5[12496]: 806445
array5[12497]: 45273
array5[12498]: 909475
array5[12499]: 78640
array5[12500]: 197173
array5[12501]: 375741
array5[12502]: 685284
array5[12503]: 194241
array5[12504]: 804206
array5[12505]: 853017
array5[12506]: 602224
array5[12507]: 876275
array5[12508]: 662878
array5[12509]: 406004
array5[12510]: 960958
array5[12511]: 70811
array5[12512]: 777696
array5[12513]: 857021
array5[12514]: 837132
array5[12515]: 317298
array5[12516]: 271144
array5[12517]: 208714
array5[12518]: 720089
array5[12519]: 938987
array5[12520]: 106506
array5[12521]: 41766
array5[12522]: 39330
array5[12523]: 654147
array5[12524]: 404048
array5[12525]: 906706
array5[12526]: 632589
array5[12527]: 965189
array5[12528]: 556047
array5[12529]: 681771
array5[12530]: 326153
array5[12531]: 702152
array5[12532]: 694791
array5[12533]: 23601
array5[12534]: 663678
array5[12535]: 156399
array5[12536]: 406747
array5[12537]: 174157
array5[12538]: 119075
array5[12539]: 42842
array5[12540]: 622516
array5[12541]: 685081
array5[12542]: 942647
array5[12543]: 831078
array5[12544]: 721407
array5[12545]: 938972
array5[12546]: 215156
array5[12547]: 986196
array5[12548]: 168015
array5[12549]: 184841
array5[12550]: 120008
array5[12551]: 462336
array5[12552]: 41953
array5[12553]: 888881
array5[12554]: 432124
array5[12555]: 964318
array5[12556]: 892807
array5[12557]: 254760
array5[12558]: 859212
array5[12559]: 363476
array5[12560]: 490324
array5[12561]: 571600
array5[12562]: 144557
array5[12563]: 864142
array5[12564]: 293019
array5[12565]: 800850
array5[12566]: 479464
array5[12567]: 671870
array5[12568]: 613262
array5[12569]: 285620
array5[12570]: 40699
array5[12571]: 259708
array5[12572]: 558578
array5[12573]: 205672
array5[12574]: 759154
array5[12575]: 487874
array5[12576]: 831175
array5[12577]: 729961
array5[12578]: 807569
array5[12579]: 533509
array5[12580]: 611738
array5[12581]: 860702
array5[12582]: 10171
array5[12583]: 625956
array5[12584]: 683161
array5[12585]: 429685
array5[12586]: 602580
array5[12587]: 93034
array5[12588]: 284257
array5[12589]: 483988
array5[12590]: 306922
array5[12591]: 864310
array5[12592]: 527983
array5[12593]: 473053
array5[12594]: 787320
array5[12595]: 960187
array5[12596]: 238018
array5[12597]: 335926
array5[12598]: 129550
array5[12599]: 239482
array5[12600]: 589087
array5[12601]: 106551
array5[12602]: 957480
array5[12603]: 405313
array5[12604]: 793967
array5[12605]: 1006283
array5[12606]: 768658
array5[12607]: 1016552
array5[12608]: 512363
array5[12609]: 874234
array5[12610]: 783546
array5[12611]: 816523
array5[12612]: 692637
array5[12613]: 668668
array5[12614]: 632980
array5[12615]: 383355
array5[12616]: 99784
array5[12617]: 606314
array5[12618]: 299638
array5[12619]: 52399
array5[12620]: 977292
array5[12621]: 769117
array5[12622]: 350880
array5[12623]: 261884
array5[12624]: 638158
array5[12625]: 710707
array5[12626]: 321000
array5[12627]: 854231
array5[12628]: 771972
array5[12629]: 789159
array5[12630]: 1005438
array5[12631]: 162770
array5[12632]: 342602
array5[12633]: 719960
array5[12634]: 587366
array5[12635]: 551174
array5[12636]: 374680
array5[12637]: 390715
array5[12638]: 776792
array5[12639]: 790941
array5[12640]: 171218
array5[12641]: 49750
array5[12642]: 388195
array5[12643]: 143608
array5[12644]: 22364
array5[12645]: 526216
array5[12646]: 375770
array5[12647]: 648493
array5[12648]: 25887
array5[12649]: 282606
array5[12650]: 589548
array5[12651]: 730929
array5[12652]: 956704
array5[12653]: 577348
array5[12654]: 138516
array5[12655]: 257462
array5[12656]: 333281
array5[12657]: 26468
array5[12658]: 636617
array5[12659]: 584852
array5[12660]: 117121
array5[12661]: 652333
array5[12662]: 26983
array5[12663]: 1000173
array5[12664]: 950743
array5[12665]: 33367
array5[12666]: 698921
array5[12667]: 223663
array5[12668]: 806045
array5[12669]: 349889
array5[12670]: 503611
array5[12671]: 190962
array5[12672]: 131365
array5[12673]: 308942
array5[12674]: 12943
array5[12675]: 784361
array5[12676]: 273405
array5[12677]: 526681
array5[12678]: 267496
array5[12679]: 30105
array5[12680]: 69477
array5[12681]: 935139
array5[12682]: 617297
array5[12683]: 76851
array5[12684]: 451017
array5[12685]: 40150
array5[12686]: 947311
array5[12687]: 933994
array5[12688]: 174266
array5[12689]: 302991
array5[12690]: 873546
array5[12691]: 210874
array5[12692]: 780446
array5[12693]: 514768
array5[12694]: 473398
array5[12695]: 50455
array5[12696]: 869824
array5[12697]: 469521
array5[12698]: 992350
array5[12699]: 790303
array5[12700]: 110068
array5[12701]: 468291
array5[12702]: 701665
array5[12703]: 1011190
array5[12704]: 282472
array5[12705]: 910547
array5[12706]: 360893
array5[12707]: 107780
array5[12708]: 593241
array5[12709]: 863657
array5[12710]: 95566
array5[12711]: 686167
array5[12712]: 240422
array5[12713]: 73338
array5[12714]: 190336
array5[12715]: 888416
array5[12716]: 902096
array5[12717]: 658747
array5[12718]: 242026
array5[12719]: 102118
array5[12720]: 900500
array5[12721]: 442571
array5[12722]: 553058
array5[12723]: 1013907
array5[12724]: 796760
array5[12725]: 648055
array5[12726]: 994581
array5[12727]: 146955
array5[12728]: 534854
array5[12729]: 764018
array5[12730]: 74035
array5[12731]: 870688
array5[12732]: 541154
array5[12733]: 727875
array5[12734]: 965741
array5[12735]: 940387
array5[12736]: 256328
array5[12737]: 4628
array5[12738]: 497070
array5[12739]: 181666
array5[12740]: 302936
array5[12741]: 1008031
array5[12742]: 702028
array5[12743]: 429924
array5[12744]: 818201
array5[12745]: 172433
array5[12746]: 520817
array5[12747]: 535084
array5[12748]: 125547
array5[12749]: 875093
array5[12750]: 164583
array5[12751]: 319825
array5[12752]: 975804
array5[12753]: 22477
array5[12754]: 564777
array5[12755]: 880226
array5[12756]: 1023047
array5[12757]: 31580
array5[12758]: 197309
array5[12759]: 731214
array5[12760]: 960846
array5[12761]: 634626
array5[12762]: 142302
array5[12763]: 827794
array5[12764]: 597556
array5[12765]: 91070
array5[12766]: 442271
array5[12767]: 411594
array5[12768]: 175159
array5[12769]: 413104
array5[12770]: 995720
array5[12771]: 573713
array5[12772]: 675795
array5[12773]: 35077
array5[12774]: 489874
array5[12775]: 724523
array5[12776]: 36731
array5[12777]: 567150
array5[12778]: 82602
array5[12779]: 367952
array5[12780]: 112586
array5[12781]: 53170
array5[12782]: 328417
array5[12783]: 563709
array5[12784]: 1014323
array5[12785]: 496967
array5[12786]: 942785
array5[12787]: 272604
array5[12788]: 552548
array5[12789]: 98647
array5[12790]: 918701
array5[12791]: 739052
array5[12792]: 566754
array5[12793]: 815573
array5[12794]: 959672
array5[12795]: 474812
array5[12796]: 589677
array5[12797]: 355841
array5[12798]: 575551
array5[12799]: 359423
array5[12800]: 247132
array5[12801]: 154332
array5[12802]: 15185
array5[12803]: 345651
array5[12804]: 623512
array5[12805]: 399431
array5[12806]: 792253
array5[12807]: 177821
array5[12808]: 570405
array5[12809]: 990412
array5[12810]: 754301
array5[12811]: 816163
array5[12812]: 60009
array5[12813]: 465282
array5[12814]: 460306
array5[12815]: 392762
array5[12816]: 512632
array5[12817]: 191164
array5[12818]: 691423
array5[12819]: 227121
array5[12820]: 700713
array5[12821]: 890308
array5[12822]: 986217
array5[12823]: 547475
array5[12824]: 649368
array5[12825]: 686801
array5[12826]: 284969
array5[12827]: 825932
array5[12828]: 923062
array5[12829]: 174732
array5[12830]: 1018364
array5[12831]: 999489
array5[12832]: 1016909
array5[12833]: 24870
array5[12834]: 143629
array5[12835]: 395619
array5[12836]: 699090
array5[12837]: 337782
array5[12838]: 374777
array5[12839]: 769539
array5[12840]: 236852
array5[12841]: 281788
array5[12842]: 818205
array5[12843]: 845933
array5[12844]: 671124
array5[12845]: 105715
array5[12846]: 721977
array5[12847]: 6996
array5[12848]: 10391
array5[12849]: 976595
array5[12850]: 271450
array5[12851]: 514995
array5[12852]: 411266
array5[12853]: 545659
array5[12854]: 338695
array5[12855]: 312390
array5[12856]: 238424
array5[12857]: 514605
array5[12858]: 910600
array5[12859]: 22692
array5[12860]: 265695
array5[12861]: 301910
array5[12862]: 676383
array5[12863]: 40260
array5[12864]: 243627
array5[12865]: 419471
array5[12866]: 82221
array5[12867]: 947403
array5[12868]: 354488
array5[12869]: 889473
array5[12870]: 593988
array5[12871]: 471392
array5[12872]: 1011904
array5[12873]: 119425
array5[12874]: 813139
array5[12875]: 676064
array5[12876]: 240984
array5[12877]: 745312
array5[12878]: 7758
array5[12879]: 594600
array5[12880]: 33250
array5[12881]: 690879
array5[12882]: 963705
array5[12883]: 28178
array5[12884]: 325575
array5[12885]: 962584
array5[12886]: 910939
array5[12887]: 524797
array5[12888]: 616457
array5[12889]: 426956
array5[12890]: 990681
array5[12891]: 594880
array5[12892]: 856898
array5[12893]: 35282
array5[12894]: 1009278
array5[12895]: 752437
array5[12896]: 1007330
array5[12897]: 692607
array5[12898]: 759210
array5[12899]: 387612
array5[12900]: 544307
array5[12901]: 605997
array5[12902]: 93923
array5[12903]: 433198
array5[12904]: 945875
array5[12905]: 241395
array5[12906]: 920178
array5[12907]: 225058
array5[12908]: 703827
array5[12909]: 892677
array5[12910]: 590763
array5[12911]: 178279
array5[12912]: 460388
array5[12913]: 207322
array5[12914]: 759439
array5[12915]: 422969
array5[12916]: 801135
array5[12917]: 538
array5[12918]: 856900
array5[12919]: 298927
array5[12920]: 405883
array5[12921]: 505078
array5[12922]: 28491
array5[12923]: 744491
array5[12924]: 563181
array5[12925]: 606263
array5[12926]: 452848
array5[12927]: 652797
array5[12928]: 257588
array5[12929]: 198281
array5[12930]: 497418
array5[12931]: 551309
array5[12932]: 797628
array5[12933]: 777822
array5[12934]: 899889
array5[12935]: 677105
array5[12936]: 131366
array5[12937]: 441833
array5[12938]: 989261
array5[12939]: 981730
array5[12940]: 329093
array5[12941]: 301773
array5[12942]: 596960
array5[12943]: 452552
array5[12944]: 629278
array5[12945]: 787104
array5[12946]: 585043
array5[12947]: 532961
array5[12948]: 10498
array5[12949]: 625742
array5[12950]: 995957
array5[12951]: 547552
array5[12952]: 215609
array5[12953]: 84593
array5[12954]: 851873
array5[12955]: 218851
array5[12956]: 802449
array5[12957]: 501922
array5[12958]: 816702
array5[12959]: 980412
array5[12960]: 748450
array5[12961]: 454268
array5[12962]: 973545
array5[12963]: 853516
array5[12964]: 35850
array5[12965]: 742489
array5[12966]: 138848
array5[12967]: 980985
array5[12968]: 122578
array5[12969]: 645096
array5[12970]: 681100
array5[12971]: 545217
array5[12972]: 752523
array5[12973]: 786507
array5[12974]: 424397
array5[12975]: 758794
array5[12976]: 555832
array5[12977]: 875218
array5[12978]: 463449
array5[12979]: 292055
array5[12980]: 174249
array5[12981]: 974935
array5[12982]: 1001530
array5[12983]: 822727
array5[12984]: 666527
array5[12985]: 399265
array5[12986]: 770518
array5[12987]: 578396
array5[12988]: 225210
array5[12989]: 115159
array5[12990]: 637004
array5[12991]: 170999
array5[12992]: 488086
array5[12993]: 783519
array5[12994]: 625881
array5[12995]: 788614
array5[12996]: 711799
array5[12997]: 265852
array5[12998]: 339991
array5[12999]: 200767
array5[13000]: 345110
array5[13001]: 166488
array5[13002]: 43878
array5[13003]: 836528
array5[13004]: 25790
array5[13005]: 789125
array5[13006]: 134976
array5[13007]: 151910
array5[13008]: 812120
array5[13009]: 115609
array5[13010]: 34716
array5[13011]: 413659
array5[13012]: 421081
array5[13013]: 497874
array5[13014]: 630160
array5[13015]: 886889
array5[13016]: 792721
array5[13017]: 1018128
array5[13018]: 398943
array5[13019]: 623562
array5[13020]: 770583
array5[13021]: 262260
array5[13022]: 206213
array5[13023]: 525500
array5[13024]: 311079
array5[13025]: 237539
array5[13026]: 366894
array5[13027]: 213589
array5[13028]: 377558
array5[13029]: 239190
array5[13030]: 326519
array5[13031]: 781928
array5[13032]: 917336
array5[13033]: 692407
array5[13034]: 602684
array5[13035]: 60240
array5[13036]: 409869
array5[13037]: 40165
array5[13038]: 828783
array5[13039]: 756557
array5[13040]: 780503
array5[13041]: 626372
array5[13042]: 349693
array5[13043]: 620426
array5[13044]: 5337
array5[13045]: 426165
array5[13046]: 298665
array5[13047]: 114961
array5[13048]: 929406
array5[13049]: 1004564
array5[13050]: 262970
array5[13051]: 131436
array5[13052]: 513345
array5[13053]: 604275
array5[13054]: 964926
array5[13055]: 722853
array5[13056]: 644726
array5[13057]: 327432
array5[13058]: 220575
array5[13059]: 903597
array5[13060]: 726256
array5[13061]: 269251
array5[13062]: 203433
array5[13063]: 207517
array5[13064]: 836572
array5[13065]: 602696
array5[13066]: 1008705
array5[13067]: 439160
array5[13068]: 810509
array5[13069]: 509125
array5[13070]: 466738
array5[13071]: 192522
array5[13072]: 243499
array5[13073]: 538940
array5[13074]: 993187
array5[13075]: 78497
array5[13076]: 623933
array5[13077]: 475496
array5[13078]: 510730
array5[13079]: 325932
array5[13080]: 19107
array5[13081]: 909993
array5[13082]: 735384
array5[13083]: 432379
array5[13084]: 877945
array5[13085]: 978096
array5[13086]: 349683
array5[13087]: 172018
array5[13088]: 859654
array5[13089]: 449288
array5[13090]: 609177
array5[13091]: 960260
array5[13092]: 528383
array5[13093]: 924377
array5[13094]: 1010853
array5[13095]: 872068
array5[13096]: 753691
array5[13097]: 709477
array5[13098]: 432990
array5[13099]: 478963
array5[13100]: 157653
array5[13101]: 538336
array5[13102]: 337238
array5[13103]: 729481
array5[13104]: 521132
array5[13105]: 40420
array5[13106]: 361269
array5[13107]: 803543
array5[13108]: 634625
array5[13109]: 254237
array5[13110]: 931746
array5[13111]: 412191
array5[13112]: 422105
array5[13113]: 1010895
array5[13114]: 623995
array5[13115]: 393000
array5[13116]: 863272
array5[13117]: 1000277
array5[13118]: 551600
array5[13119]: 871626
array5[13120]: 655555
array5[13121]: 262480
array5[13122]: 324797
array5[13123]: 729771
array5[13124]: 797574
array5[13125]: 345664
array5[13126]: 132768
array5[13127]: 59119
array5[13128]: 555316
array5[13129]: 1008976
array5[13130]: 241206
array5[13131]: 41927
array5[13132]: 923064
array5[13133]: 554640
array5[13134]: 322808
array5[13135]: 848827
array5[13136]: 810951
array5[13137]: 435285
array5[13138]: 269527
array5[13139]: 361155
array5[13140]: 570543
array5[13141]: 541509
array5[13142]: 510018
array5[13143]: 388917
array5[13144]: 229844
array5[13145]: 692214
array5[13146]: 339802
array5[13147]: 507035
array5[13148]: 843093
array5[13149]: 731454
array5[13150]: 206927
array5[13151]: 72267
array5[13152]: 500089
array5[13153]: 791613
array5[13154]: 178697
array5[13155]: 484680
array5[13156]: 932132
array5[13157]: 88056
array5[13158]: 877960
array5[13159]: 877195
array5[13160]: 390050
array5[13161]: 11152
array5[13162]: 751277
array5[13163]: 765253
array5[13164]: 837
array5[13165]: 475858
array5[13166]: 991696
array5[13167]: 905707
array5[13168]: 410542
array5[13169]: 701987
array5[13170]: 277985
array5[13171]: 226899
array5[13172]: 759410
array5[13173]: 710237
array5[13174]: 354400
array5[13175]: 549686
array5[13176]: 47879
array5[13177]: 358076
array5[13178]: 975687
array5[13179]: 930053
array5[13180]: 846275
array5[13181]: 888259
array5[13182]: 943063
array5[13183]: 299174
array5[13184]: 628922
array5[13185]: 499648
array5[13186]: 955930
array5[13187]: 905420
array5[13188]: 800907
array5[13189]: 305033
array5[13190]: 342062
array5[13191]: 487368
array5[13192]: 476105
array5[13193]: 32354
array5[13194]: 323667
array5[13195]: 749109
array5[13196]: 823073
array5[13197]: 242535
array5[13198]: 989120
array5[13199]: 348206
array5[13200]: 929899
array5[13201]: 960570
array5[13202]: 581058
array5[13203]: 378564
array5[13204]: 989465
array5[13205]: 989706
array5[13206]: 137372
array5[13207]: 390810
array5[13208]: 928222
array5[13209]: 192671
array5[13210]: 875878
array5[13211]: 109612
array5[13212]: 847034
array5[13213]: 398717
array5[13214]: 622838
array5[13215]: 125752
array5[13216]: 510047
array5[13217]: 411551
array5[13218]: 53545
array5[13219]: 30922
array5[13220]: 229316
array5[13221]: 820758
array5[13222]: 278642
array5[13223]: 994968
array5[13224]: 101162
array5[13225]: 996988
array5[13226]: 867845
array5[13227]: 899840
array5[13228]: 499909
array5[13229]: 409096
array5[13230]: 291709
array5[13231]: 618477
array5[13232]: 383483
array5[13233]: 950391
array5[13234]: 469808
array5[13235]: 343109
array5[13236]: 534343
array5[13237]: 799163
array5[13238]: 656564
array5[13239]: 947924
array5[13240]: 486198
array5[13241]: 215099
array5[13242]: 733453
array5[13243]: 190130
array5[13244]: 168369
array5[13245]: 502918
array5[13246]: 93110
array5[13247]: 1000474
array5[13248]: 899463
array5[13249]: 199263
array5[13250]: 903875
array5[13251]: 332352
array5[13252]: 858886
array5[13253]: 541148
array5[13254]: 42117
array5[13255]: 503786
array5[13256]: 776557
array5[13257]: 77521
array5[13258]: 335697
array5[13259]: 733178
array5[13260]: 34926
array5[13261]: 752562
array5[13262]: 289360
array5[13263]: 378820
array5[13264]: 480898
array5[13265]: 968362
array5[13266]: 76258
array5[13267]: 730169
array5[13268]: 455191
array5[13269]: 743465
array5[13270]: 374953
array5[13271]: 819377
array5[13272]: 819397
array5[13273]: 226601
array5[13274]: 123713
array5[13275]: 899864
array5[13276]: 582384
array5[13277]: 129092
array5[13278]: 826315
array5[13279]: 774478
array5[13280]: 842638
array5[13281]: 510662
array5[13282]: 101528
array5[13283]: 285011
array5[13284]: 982719
array5[13285]: 11839
array5[13286]: 556537
array5[13287]: 507630
array5[13288]: 142918
array5[13289]: 926162
array5[13290]: 280361
array5[13291]: 548930
array5[13292]: 937403
array5[13293]: 123503
array5[13294]: 365497
array5[13295]: 146898
array5[13296]: 716556
array5[13297]: 860264
array5[13298]: 535819
array5[13299]: 489535
array5[13300]: 726997
array5[13301]: 907573
array5[13302]: 378015
array5[13303]: 1012091
array5[13304]: 228057
array5[13305]: 675460
array5[13306]: 645613
array5[13307]: 55705
array5[13308]: 455429
array5[13309]: 622323
array5[13310]: 967679
array5[13311]: 378665
array5[13312]: 715049
array5[13313]: 1003598
array5[13314]: 639005
array5[13315]: 728821
array5[13316]: 5383
array5[13317]: 573191
array5[13318]: 14954
array5[13319]: 952498
array5[13320]: 167577
array5[13321]: 111146
array5[13322]: 574524
array5[13323]: 461581
array5[13324]: 909694
array5[13325]: 458972
array5[13326]: 114284
array5[13327]: 302223
array5[13328]: 460031
array5[13329]: 1011553
array5[13330]: 320789
array5[13331]: 899101
array5[13332]: 211840
array5[13333]: 538357
array5[13334]: 924798
array5[13335]: 817736
array5[13336]: 636333
array5[13337]: 2752
array5[13338]: 922000
array5[13339]: 104791
array5[13340]: 57848
array5[13341]: 827722
array5[13342]: 326610
array5[13343]: 10218
array5[13344]: 538239
array5[13345]: 637738
array5[13346]: 405869
array5[13347]: 506020
array5[13348]: 1897
array5[13349]: 507553
array5[13350]: 279083
